1981050-5;VIOXX 12,5 MG;CAJA X 35 TABLETAS EN BLISTER;M01AH02;ROFECOXIB;INVIMA M-012625;ROFECOXIB;ORAL
1981505-9;GEMFIBROZILO 600 MG;CAJA POR 30 TABLETAS EN 2 BLISTER PVCALUMINIO POR 15 TABLETAS;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981505-1;GEMFIBROZILO 600 MG;CAJA POR 1000 TABLETAS EN ALUMINIO TROQUELADO POR UNIDOSIS EN BLISTER PVCALUMINIO CON 10 TABLETAS CADA UNO;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981505-3;GEMFIBROZILO 600 MG;CAJA PLEGADIZA X 20  TABLETAS RECUBIERTAS EN BLISTER PVC -PVDC TRANSPARENTE  ALUMINIO.;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981509-2;CETIRIZINA JARABE;FRASCO PET AMBAR X 120ML. CON TAPA EN POLIPROPILENO BLANCO Y CIERRE DE SEGURIDAD.;R06AE07;CETIRIZINA;INVIMA 2005 M- 002229-R1;CETIRIZINA DICLORHIDRATO;ORAL
1982539-1;CALCIFORTE D;CAJA POR 30 TABLETAS EN BLISTER (PVC Y ALUMINIO POR 10 TABLETAS);A12AA20;CALCIO (DIFERENTES SALES EN COMBINACION);INVIMA M-013151;CARBONATO DE CALCIO EQUIVALENTE A CALCIO ELEMENTAL VITAMINA D;ORAL
1981052-2;MEBENDAZOL MK 100 MG.;CAJA DE CARTON POR 60 TABLETAS EN BLISTER POR 6 TABLETAS CADA UNO.;P02CA01;MEBENDAZOL;INVIMA M-000944-R2;MEBENDAZOL MICRONIZADO;ORAL
1981394-2;PEPCIDINE RPD 40 MG;CAJA X 20 TABLETAS DE DISOLUCION INSTANTANEA EN BLISTER (ALUMINIO ALUMINIO);A02BA03;FAMOTIDINA;INVIMA M-012883;FAMOTIDINA;ORAL
1981855-2;CIPROFLOXACINO 250 MG TABLETAS;CAJA POR 10 TABLETAS EN BLISTER PVCALUMINIO.;J01MA02;CIPROFLOXACINA;INVIMA 2002 M-013123 -R1;CIPROFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINO;ORAL
1981959-17;LOVASTATINA 20 MG TABLETAS;USO INSTITUCIONAL PROHIBIDA SU VENTA CAJA POR 100 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA U;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1982210-1;IMODUR DURULES 60 MG;FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 10 TABLETAS.;C01DA14;ISOSORBIDE MONONITRATO;INVIMA M- 011090 R1;ISOSORBIDA 5- MONONITRATO;ORAL
1981428-1;N-ACETILCISTEINA JARABE EXTEMPORANEO;FRASCO X 120 ML.;R05CB01;ACETILCISTEINA;INVIMA M-13643;N-ACETILCISTEINA;ORAL
1981505-11;GEMFIBROZILO 600 MG;CAJA PLEGADIZA X 200 TABLETAS RECUBIERTAS EN BLISTER PVC -PVDC TRANSPARENTE  ALUMINIO.;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981674-2;CLINDAMICINA INYECTABLE 600 MG 4 ML;CAJA POR 5 AMPOLLAS DE 4 ML.;J01FF01;CLINDAMICINA;M-005013;CLINDAMICINA EQUIVALENTE A CLINDAMICINA BASE;PARENTERAL
1981855-3;CIPROFLOXACINO 250 MG TABLETAS;CAJA POR 20 TABLETAS EN BLISTER PVCALUMINIO.;J01MA02;CIPROFLOXACINA;INVIMA 2002 M-013123 -R1;CIPROFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINO;ORAL
1981959-19;LOVASTATINA 20 MG TABLETAS;USO INSTITUCIONAL PROHIBIDA SU VENTA CAJA POR 300 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA U;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1980803-1;CLINDAMICINA 600;AMPOLLA DE VIDRIO TIPO IINCOLORO POR 4ML. CAJA POR 2 AMPOLLAS;J01FF01;CLINDAMICINA;INVIMA M-004799;CLINDAMICINA FOSFATO  EQUIVALENTE A   CLINDAMICINA BASE;PARENTERAL
1980826-10;EPOYET 1000;CAJA POR 100 VIAL CON LOFILIZADO + 100 AMPOLLA CON DILUENTE;;;INVIMA 2018M-005562-R2;ERITROPOYETINA  ALFA HUMANA RECOMBINANTE;INTRAVENOSA SUBCUTANEA
1980827-2;LIPOBAY 0,4 MG COMPRIMIDOS RECUBIERTOS;CAJA PLEGABLE DE CARTON, X 10 COMPRIMIDOS EN BLISTER DE PVC-ALUMINIO;C10AA06;CERIVASTATINA;INVIMA M-012646;CERIVASTATINA SODICA;ORAL
1981018-1;FUROSEMIDA 40MG TABLETA RECUBIERTA;CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER PVCALUMINIO POR 10 TABLETAS RECUBIERTAS;C03CA01;FUROSEMIDA;INVIMA 2016M-003543-R2;FUROSEMIDA;ORAL
1981021-1;DILTIAZEM RETARD CAPSULAS DE 90 MG;CAJA X 10 CAPSULAS (BLISTER DE ALUMINIO Y PVC);C08DB01;DILTIAZEM;INVIMA M-013214;DILTIAZEN CLORHIDRATO;ORAL
1981073-4;KETOTIFENO TABLETAS;CAJA X 50 TABLETAS.;R06AX17;KETOTIFENO;INVIMA M-13794;KETOTIFENO FUMARATO EQUIVALENTE A KETOTIFENO BASE;ORAL
1981354-1;CLARITYNE D REPETABS;CAJA DE CARTON POR 10  TABLETAS RECUBIERTAS DE LIBERACIoN SOSTENIDA EN  BLISTER  PVCALUMINIO.;R01BA53;FENILEFRINA COMBINACIONES;INVIMA 2009 M-010802-R2;CAPA DE LIBERACION INMEDIATA: LORATADINA CAPA DE LIBERACIoN SOSTENIDA: CLORHIDRATO DE FENILEFRINA;ORAL
1982541-1;DIAMELOX;CAJA POR 30 TABLETAS EN BLISTER PVCALUMINIO POR 10 TABLETAS;P01AB01;METRONIDAZOL;INVIMA M-013158;METRONIDAZOL;ORAL
1982847-5;PANKREOFLAT GRAGEAS.;CAJA POR 240 GRAGEAS EN FOIL DE ALUMINIO- POLIETILENO POR 6 GRAGEAS CU.;A09AA02;MULTIENZIMAS (LIPASA PROTEASA ETC.);INVIMA M-001702-R2;PANCREATINA GRANULADA CORRESPONDIENTE A 6500 UNIDADES DE LIPASA, 5500 UNIDADES DE AMILASA Y 400 UNIDADES DE PROTEASA SEGUN FIPGRAGEA SE ADICIONA 3% DE EXCESO POLVO SECO DE SILICONA ( EQUIVALENTE A ;ORAL
1981050-6;VIOXX 12,5 MG;CAJA X 10 TABLETAS EN BLISTER;M01AH02;ROFECOXIB;INVIMA M-012625;ROFECOXIB;ORAL
1981325-1;ALCON CILOX;TUBO DE ALUMINIO  POR 3, 5 GRAMOS;S01AX13;CIPROFLOXACINA;INVIMA 2006M-005116 R1;CLORHIDRATO DE CIPROFLOXACINA (MONOHIDRATO) MICRONIZADA EQUIVALENTE A 3,0 MG DE CIPROFLOXACINA BASE;CONJUNTIVAL
1981394-1;PEPCIDINE RPD 40 MG;CAJA X 10 TABLETAS DE DISOLUCION INSTANTANEA EN BLISTER (ALUMINIO ALUMINIO);A02BA03;FAMOTIDINA;INVIMA M-012883;FAMOTIDINA;ORAL
1981394-3;PEPCIDINE RPD 40 MG;CAJA X 30 TABLETAS DE DISOLUCION INSTANTANEA EN BLISTER (ALUMINIO ALUMINIO);A02BA03;FAMOTIDINA;INVIMA M-012883;FAMOTIDINA;ORAL
1982210-2;IMODUR DURULES 60 MG;FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 20 TABLETAS.;C01DA14;ISOSORBIDE MONONITRATO;INVIMA M- 011090 R1;ISOSORBIDA 5- MONONITRATO;ORAL
1980782-3;FLUCONAZOL CAPSULAS X 150 MG.;Caja por 4 capsulas duras en blister PVC-PVDC  Aluminio.;J02AC01;FLUCONAZOL;INVIMA 2022M-007337-R3;FLUCONAZOL 100%;ORAL
1980803-2;CLINDAMICINA 600;AMPOLLA DE VIDRIO TIPO IINCOLORO POR 4ML. CAJA POR 4 AMPOLLAS;J01FF01;CLINDAMICINA;INVIMA M-004799;CLINDAMICINA FOSFATO  EQUIVALENTE A   CLINDAMICINA BASE;PARENTERAL
1980826-6;EPOYET 1000;CAJA POR 25 VIALES DE 1 ML DE POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIoN INYECTABLE + 25 AMPOLLA CON 1 ML DE DILUYENTE + 50 ;;;INVIMA 2018M-005562-R2;ERITROPOYETINA  ALFA HUMANA RECOMBINANTE;INTRAVENOSA SUBCUTANEA
1981050-2;VIOXX 12,5 MG;CAJA X 14 TABLETAS EN BLISTER;M01AH02;ROFECOXIB;INVIMA M-012625;ROFECOXIB;ORAL
1981154-2;OQ - FRESH  SOLUCIoN OFTaLMICA;FRASCO EN POLIETILENO DE BAJA DENSIDAD CON CAPACIDAD DE  5ML. CON SUBTAPA CAPILAR Y TAPA DE SEGURIDAD (ANILLO INFERIOR ROMPIBLE);S01GA51;NAFAZOLINA COMBINACIONES;INVIMA 2016 M-13873-R2;FENIRAMINA MALEATO NAFAZOLINA CLORHIDRATO;CONJUNTIVAL
1981505-7;GEMFIBROZILO 600 MG;CAJA POR 500 TABLETAS EN ALUMINIO TROQUELADO POR UNIDOSIS EN BLISTER PVCALUMINIO CON 10 TABLETAS CADA UNO;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981959-24;LOVASTATINA 20 MG TABLETAS;MUESTRA MEDICA CAJA POR 2 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 2 TABLETAS.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1982542-1;DICLOFENACO GEL AL 1%;TUBO COLAPSIBLE DE ALUMINIO POR 50G EN CAJA INDIVIDUAL;M02AA15;DICLOFENAC;INVIMA 2021M-006750-R2;DICLOFENACO DIETILAMINA  EQUIVALENTE A DICLOFENACO SoDICO;TOPICA  EXTERNA
1982847-6;PANKREOFLAT GRAGEAS.;CAJA POR UN FRASCO DE VIDRIO aMBAR TAPA PILFER PROF POR 10 GRAGEAS;A09AA02;MULTIENZIMAS (LIPASA PROTEASA ETC.);INVIMA M-001702-R2;PANCREATINA GRANULADA CORRESPONDIENTE A 6500 UNIDADES DE LIPASA, 5500 UNIDADES DE AMILASA Y 400 UNIDADES DE PROTEASA SEGUN FIPGRAGEA SE ADICIONA 3% DE EXCESO POLVO SECO DE SILICONA ( EQUIVALENTE A ;ORAL
1981959-20;LOVASTATINA 20 MG TABLETAS;USO INSTITUCIONAL PROHIBIDA SU VENTA CAJA POR 600 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA U;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1981959-9;LOVASTATINA 20 MG TABLETAS;CAJA POR 80 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA UNO.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1982255-1;TRIDERM CREMA;CAJA CON 1 TUBO POR 20g EN ALUMINIO CON RESINA EPOXIFENoLICA Y TAPA DE POLIETILENO DE ALTA DENSIDAD;D07CC01;BETAMETASONA Y ANTIBIOTICOS;INVIMA 2016M-005928-R3;BETAMETASONA DIPROPIONATO 0,0643G EQUIVALENTE   BETAMETASONA BASE CLOTRIMAZOL GENTAMICINA SULFATO 0,1786G EQUIVALENTE A GENTAMICINA BASE;TOPICA  EXTERNA
1982540-3;MEGACAL 600;CAJA POR 100 TABLETAS EN BLISTER PVCALUMINIO POR 10 TABLETAS;A12AA04;CALCIO CARBONATO;INVIMA M-013176;CARBONATO DE CALCIO EQUIVALENTE A CALCIO ELEMENTAL;ORAL
1982255-2;TRIDERM CREMA;CAJA CON 1 TUBO POR 40g EN ALUMINIO CON RESINA EPOXIFENoLICA Y TAPA DE POLIETILENO DE ALTA DENSIDAD;D07CC01;BETAMETASONA Y ANTIBIOTICOS;INVIMA 2016M-005928-R3;BETAMETASONA DIPROPIONATO 0,0643G EQUIVALENTE   BETAMETASONA BASE CLOTRIMAZOL GENTAMICINA SULFATO 0,1786G EQUIVALENTE A GENTAMICINA BASE;TOPICA  EXTERNA
1982255-3;TRIDERM CREMA;MUESTRA MEDICA: CAJA CON 1 TUBO POR 5g EN ALUMINIO CON RESINA EPOXIFENoLICA Y TAPA DE POLIETILENO DE ALTA DENSIDAD;D07CC01;BETAMETASONA Y ANTIBIOTICOS;INVIMA 2016M-005928-R3;BETAMETASONA DIPROPIONATO 0,0643G EQUIVALENTE   BETAMETASONA BASE CLOTRIMAZOL GENTAMICINA SULFATO 0,1786G EQUIVALENTE A GENTAMICINA BASE;TOPICA  EXTERNA
1982540-2;MEGACAL 600;CAJA POR 50 TABLETAS EN BLISTER PVCALUMINIO POR 10 TABLETAS;A12AA04;CALCIO CARBONATO;INVIMA M-013176;CARBONATO DE CALCIO EQUIVALENTE A CALCIO ELEMENTAL;ORAL
1981505-6;GEMFIBROZILO 600 MG;CAJA PLEGADIZA X 300  TABLETAS RECUBIERTAS EN BLISTER PVC -PVDC TRANSPARENTE  ALUMINIO.;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981528-1;ENCAPRIM TABLETAS EFERVESCENTES 150 MG..;CAJA POR 20 TABLETAS EN BLISTER;A02BA02;RANITIDINA;INVIMA M-13782;RANITIDINA CLORHIDRATO EQUIVALENTE A RANITIDINA BASE;ORAL
1981959-2;LOVASTATINA 20 MG TABLETAS;USO INSTITUCIONAL CAJA POR 300 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA UNO.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1981959-23;LOVASTATINA 20 MG TABLETAS;MUESTRA MEDICA CAJA POR 1 TABLETA EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 1 TABLETA.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1980926-3;OESCLIM 75 MICROGRAMOS24 HORAS PARCHE TRASDERMICO(15MG33CM(2));CAJA X 12 PARCHES TRASDERMICOS.;G03CA03;ESTRADIOL;INVIMA M-012674;ESTRADIOL HEMIHIDRATO;TRANSDERMAL
1980930-1;POLIACEL.;CAJA (VIAL LIOFILIZADO + 1 AMPOLLA SUSPENSION) CAJA (5 VIALES LIOFILIZADOS + 5 AMPOLLAS SUSPENSION);J07CA01;DIFTERIA-POLIOMIELITIS-TETANOS;INVIMA M-013062;AGLUTINOGENOS DE FIMBRIAS (FIM2+3) HEMAGLUTININA FILAMENTOSA (HAF) PERTACTINA (PRN) POLIOVIRUS INACTIVADO  PURIFICADO TIPO I MAHONEY POLIOVIRUS INACTIVADO PURIFICADO TIPO II M.E.F.I POLIOVIR;PARENTERAL
1981506-1;CEFRADINA TABLETAS 1 G;CAJA POR 6 TABLETAS EN BLISTER DE ALUMINIO - PVC;J01DA31;CEFRADINA;M-011467;CEFRADINA;ORAL
1981959-6;LOVASTATINA 20 MG TABLETAS;CAJA POR 50 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA UNO.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1982847-2;PANKREOFLAT GRAGEAS.;CAJA POR UN FRASCO DE VIDRIO AMBAR TAPA PILFER PROF. POR 30 GRAGEAS;A09AA02;MULTIENZIMAS (LIPASA PROTEASA ETC.);INVIMA M-001702-R2;PANCREATINA GRANULADA CORRESPONDIENTE A 6500 UNIDADES DE LIPASA, 5500 UNIDADES DE AMILASA Y 400 UNIDADES DE PROTEASA SEGUN FIPGRAGEA SE ADICIONA 3% DE EXCESO POLVO SECO DE SILICONA ( EQUIVALENTE A ;ORAL
1982847-4;PANKREOFLAT GRAGEAS.;CAJA POR 120 GRAGEAS EN FOIL DE ALUMINIO- POLIETILENO POR 6 GRAGEAS CU.;A09AA02;MULTIENZIMAS (LIPASA PROTEASA ETC.);INVIMA M-001702-R2;PANCREATINA GRANULADA CORRESPONDIENTE A 6500 UNIDADES DE LIPASA, 5500 UNIDADES DE AMILASA Y 400 UNIDADES DE PROTEASA SEGUN FIPGRAGEA SE ADICIONA 3% DE EXCESO POLVO SECO DE SILICONA ( EQUIVALENTE A ;ORAL
1983068-1;NASOPHIS GOTAS;FRASCO GOTERO DE PEBD POR 15 ML CON TAPA DE POLIPROPILENO.;B05CB01;SODIO CLORURO;INVIMA 2008M-009560-R2;CLORURO DE SODIO;INHALACION
1981050-7;VIOXX 12,5 MG;CAJA X 20 TABLETAS EN BLISTER;M01AH02;ROFECOXIB;INVIMA M-012625;ROFECOXIB;ORAL
1981159-1;TRIMENTOL LOCION MENTOLADA;FRASCO PLASTICO X 130 ML.;D08AX08;ETANOL;INVIMA M-010614-R1;ALCOHOL ETILICO 96 MENTOL;TOPICA  EXTERNA
1981680-1;SULFADIAZINA DE PLATA CREMA;POTE EN POLIETILENO DE ALTA DENSIDAD, COLOR BLANCO, POR 15G;D06BA01;SULFADIAZINA DE PLATA;M-009864;SULFADIAZINA DE PLATA;TOPICA  EXTERNA
1981855-7;CIPROFLOXACINO 250 MG TABLETAS;CAJA POR 250 TABLETAS EN BLISTER PVCALUMINIO.;J01MA02;CIPROFLOXACINA;INVIMA 2002 M-013123 -R1;CIPROFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINO;ORAL
1983091-3;TAKIMEL 40 MG CAPSULAS;CAJA X 30 CAPSULAS;N06DA01;TACRINA;INVIMA M-14429;TACRINA CLORHIDRATO EQUIVALENTE A TACRINA;ORAL
1982847-3;PANKREOFLAT GRAGEAS.;CAJA POR 24 GRAGEAS EN FOIL DE ALUMINIO- POLIETILENO POR 6 GRAGEAS CU.;A09AA02;MULTIENZIMAS (LIPASA PROTEASA ETC.);INVIMA M-001702-R2;PANCREATINA GRANULADA CORRESPONDIENTE A 6500 UNIDADES DE LIPASA, 5500 UNIDADES DE AMILASA Y 400 UNIDADES DE PROTEASA SEGUN FIPGRAGEA SE ADICIONA 3% DE EXCESO POLVO SECO DE SILICONA ( EQUIVALENTE A ;ORAL
1982973-1;NISTATINA;FRASCO PET POR 60ML;A07AA02;NISTATINA;INVIMA M-04796;NISTATINAEQUIVALENTE A 10.000.000 U.I.;ORAL
1982984-3;ACETAMINOFeN GOTAS ORALES;FRASCO GOTERO DE POLIETILENO DE BAJA DENSIDAD POR 15 ML CON ETIQUETA;N02BE01;PARACETAMOL;INVIMA M-013231;ACETAMINOFEN;ORAL
1983088-3;LACTATO DE RINGER;FRASCO POR 1000 ML.;B05BB01;ELECTROLITOS;INVIMA M-000850 R-2;CLORURO DE  POTASIO CLORURO DE CALCIO CLORURO DE SODIO LACTATO DE SODIO;INTRAVENOSA
1981505-4;GEMFIBROZILO 600 MG;CAJA PLEGADIZA X 30  TABLETAS RECUBIERTAS EN BLISTER PVC -PVDC TRANSPARENTE  ALUMINIO.;C10AB04;GEMFIBROZIL;INVIMA 2020M-000186-R3;GEMFIBROZILO;ORAL
1981680-2;SULFADIAZINA DE PLATA CREMA;POTE EN POLIETILENO DE ALTA DENSIDAD, COLOR BLANCO, POR 30G;D06BA01;SULFADIAZINA DE PLATA;M-009864;SULFADIAZINA DE PLATA;TOPICA  EXTERNA
1981855-6;CIPROFLOXACINO 250 MG TABLETAS;CAJA POR 100 TABLETAS EN BLISTER PVCALUMINIO.;J01MA02;CIPROFLOXACINA;INVIMA 2002 M-013123 -R1;CIPROFLOXACINO CLORHIDRATO MONOHIDRATO EQUIVALENTE A CIPROFLOXACINO;ORAL
1981959-25;LOVASTATINA 20 MG TABLETAS;MUESTRA MEDICA PORTABLISTER POR 1 TABLETA EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 1 TABLETA.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1983088-8;LACTATO DE RINGER;BOLSA PLASTICA POR 500  ML;B05BB01;ELECTROLITOS;INVIMA M-000850 R-2;CLORURO DE  POTASIO CLORURO DE CALCIO CLORURO DE SODIO LACTATO DE SODIO;INTRAVENOSA
1983090-1;DINACOPRIN INYECTABLE;CAJA POR 1 AMPOLLETA  DE VIDRIO TIPO I POR 3 ML;M01AB05;DICLOFENAC;M-012000;DICLOFENACO SODICO;PARENTERAL
1983128-2;TRIMETOPRIM SULFA;CAJA X 100 TABLETAS EN BLISTER DE ALUMINIO-PVC;J01EE01;SULFAMETOXAZOL Y TRIMETOPRIM;INVIMA M-010346;SULFAMETOXAZOL TRIMETOPRIM;ORAL
1983142-1;SUIMOX SUSPENSION;ENVASE FRASCO AMBAR DE 60 ML.;J01CA04;AMOXICILINA;INVIMA M-14344;AMOXICILINA TRIHIDRATO(EQUIVALENTE A AMOXICILINA BASE =2,5 G.);ORAL
1983281-5;CARDIOASPIRINA 100 MG TABLETA CUBIERTA ENTERICA;CAJA X 60 TABLETAS CON CUBIERTA  ENTERICA BLISTER ALUPVCPDVC;B01AC06;ACETILSALICILICO ACIDO;INVIMA 2015M-000122-R2;ACIDO ACETILSALICILICO;ORAL
1982652-2;TIMONOL MALEATO SOLUCION OFTALMICA 0,5%;FRASCO POR 15 ML EN CAJA;S01ED01;TIMOLOL;INVIMA M-010985;TIMOLOL MALEATO 0,6834 G  EQUIVALENTE A TIMOLOL;CONJUNTIVAL
1983138-1;DEXTROSA AL 5% EN AGUA;CAJA POR 12 FRASCOS POR 500 ML.;B05BA03;CARBOHIDRATOS;INVIMA M-009357-R1;DEXTROSA MONOHIDRATO USP.;PARENTERAL
1983766-3;COMEZONA CREMA;TUBOS COLAPSIBLES POR 30 GRAMOS, EMPACADOS EN ESTUCHE INDIVIDUALES DE CARTON;D07AA02;HIDROCORTISONA;INVIMA M-011195;HIDROCORTISONA;TOPICA  EXTERNA
1983899-2;TRIMETOPRIM SULFAMETOXAZOL 160800 MG;CAJA POR 100 TABLETAS EN BLISTER PVCALUMINIO POR 10 TABLETAS.;J01EE01;SULFAMETOXAZOL Y TRIMETOPRIM;INVIMA 2021M-002125-R3;SULFAMETOXAZOL TRIMETOPRIM;ORAL
1984290-2;ACIDO ACETIL SALICILICO TB 100 MG;CAJA PLEGADIZA POR 20 TABLETAS. EN ENVASE BLISTER PVCPVDCTRANSPARENTE ALUMINIO.;N02BA01;ACETILSALICILICO ACIDO;INVIMA 2005M- 002498 R1;ACIDO ACETIL SALICILICO;ORAL
1981018-3;FUROSEMIDA 40MG TABLETA RECUBIERTA;CAJA POR 30 TABLETAS RECUBIERTAS  EN TRES BLISTER PVCALUMINIO POR 10 TABLETAS RECUBIERTAS .;C03CA01;FUROSEMIDA;INVIMA 2016M-003543-R2;FUROSEMIDA;ORAL
1981050-1;VIOXX 12,5 MG;CAJA X 7 TABLETAS EN BLISTER;M01AH02;ROFECOXIB;INVIMA M-012625;ROFECOXIB;ORAL
1981959-26;LOVASTATINA 20 MG TABLETAS;MUESTRA MEDICA PORTABLISTER POR 2 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 2 TABLETAS.;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1982973-4;NISTATINA;FRASCO DE VIDRIO POR 120ML;A07AA02;NISTATINA;INVIMA M-04796;NISTATINAEQUIVALENTE A 10.000.000 U.I.;ORAL
1982997-1;KETOPROFENO 100MG2ML SOLUCION INYECTABLE;CAJA POR SEIS AMPOLLAS DE VIDRIO AMBAR TIPO I POR 2 ML.;M01AE03;KETOPROFENO;INVIMA 2021M-002347-R3;KETOPROFENO LIBRE DE PIROGENOS 100%;INTRAMUSCULAR
1983607-9;AQUASOL E400 U.I CAPSULAS BLANDAS.;CAJA POR 3 CAPSULAS BLANDAS DE GELATINA EN EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIOPVC POR 3 CAPSULAS;A11HA03;TOCOFEROL (VIT E);INVIMA 2019M-005778-R4;DL-ALFATOCOFEROL ACETATO ( VITAMINA E SINTETICA )  EQUIVALENTE A VITAMINA E;ORAL
1983677-1;PREVECILINA 1.000.000 POLVO ESTERIL PARA INYECCION;FRASCO VIAL CON POLVO ESTeRIL MuS AMPOLLA CON SOLVENTE.;J01CE01;BENZILPENICILINA;INVIMA 2004M-006446-R2;PENICILINA G CLEMIZOL ESTERIL Y APIROGENA 1.000.000 UI EQUIVALENTE A;PARENTERAL
1983892-3;MENTOLATINA;ENVASE PLASTICO POLIETILENO DE ALTA DENSIDAD POR 50 G;;;INVIMA M- 005470;ACEITE DE EUCALIPTO ALCANFOR MENTOL PETROLATO BLANCO SALICILATO DE METILO;TOPICA  EXTERNA
1983934-3;VERADIL INYECTABLE 1 G;CAJAS POR 10 FRASCOS VIALES EN VIDRIO TIPO I;J01DA31;CEFRADINA;INVIMA M- 006153;CEFRADINA;PARENTERAL
1981073-3;KETOTIFENO TABLETAS;CAJA X 20 TABLETAS.;R06AX17;KETOTIFENO;INVIMA M-13794;KETOTIFENO FUMARATO EQUIVALENTE A KETOTIFENO BASE;ORAL
1981500-1;PIOJEX CHAMPU;SACHET X 12 ML.;P03AC04;PERMETRINA;INVIMA M-012948;PERMETRINA;TOPICA  EXTERNA
1981500-2;PIOJEX CHAMPU;COJIN X 12 ML.;P03AC04;PERMETRINA;INVIMA M-012948;PERMETRINA;TOPICA  EXTERNA
1981500-3;PIOJEX CHAMPU;FRASCO PLASTICO X 60 ML.;P03AC04;PERMETRINA;INVIMA M-012948;PERMETRINA;TOPICA  EXTERNA
1981959-18;LOVASTATINA 20 MG TABLETAS;USO INSTITUCIONAL PROHIBIDA SU VENTA CAJA POR 200 TABLETAS EN BLISTER DE PVC TRANSPARENTE  FOIL ALUMINIO POR 10 TABLETAS CADA U;C10AA02;LOVASTATINA;INVIMA 2015M- 015339-R2;LOVASTATINA;ORAL
1984290-8;ACIDO ACETIL SALICILICO TB 100 MG;CAJA PLEGADIZA POR 500 TABLETAS. EN ENVASE BLISTER PVCPVDCTRANSPARENTE ALUMINIO.INSTITUCIONAL;N02BA01;ACETILSALICILICO ACIDO;INVIMA 2005M- 002498 R1;ACIDO ACETIL SALICILICO;ORAL
1984580-3;CREMA DE ACIDO GLICOLICO CAG12;POTE POR 90 G;A11HA03;TOCOFEROL (VIT E);INVIMA M-13768;ACIDO GLICoLICO VITAMINA E HIDROSOLUBLE;TOPICA  EXTERNA
1985013-1;DEXTROMETORFANO BROMHIDRATO JARABE;CAJA PLEGABLE CON FRASCO POR 120ML;R05DA09;DEXTROMETORFANO;INVIMA M- 005175;DEXTROMETORFANO BROMHIDRATO;ORAL
19851-10;CEFOTAXIMA 1G;CAJA POR 500 FRASCOS AMPOLLA X 1 GRAMO CADA UNO.;J01DA10;CEFOTAXIMA;INVIMA 2022M-004298-R3;CEFOTAXIMA SODICA  ESTERIL 1,05 G EQUIVALENTE A CEFOTAXIMA BASE;INTRAMUSCULAR INTRAVENOSA
