"codreg_cups";"desc_cups"
"034414";"RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO HASTA DOS SEGMENTOS VIA ENDOSCOPICA"
"034415";"RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO MAS DE DOS SEGMENTOS VIA ABIERTA"
"034416";"RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO MAS DE DOS SEGMENTOS  VIA PERCUTANEA"
"034417";"RESECCION DE TUMOR O LESION INTRADURAL INTRAMEDULAR TORACICO MAS DE DOS SEGMENTOS VIA ENDOSCOPICA"
"034418";"RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR HASTA DOS SEGMENTOS VIA ABIERTA"
"034419";"RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR HASTA DOS SEGMENTOS VIA PERCUTANEA"
"034420";"RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR HASTA DOS SEGMENTOS VIA ENDOSCOPICA"
"034421";"RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR MAS DE DOS SEGMENTOS VIA ABIERTA"
"034422";"RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR MAS DE DOS SEGMENTOS  VIA PERCUTANEA"
"034423";"RESECCION DE TUMOR O LESION INTRAMEDULAR O MULTIRADICULAR LUMBAR MAS DE DOS SEGMENTOS VIA ENDOSCOPICA"
"034424";"RESECCION DE TUMOR O LESION MULTIRADICULAR SACRO VIA ABIERTA"
"034425";"RESECCION DE TUMOR O LESION MULTIRADICULAR SACRO VIA ENDOSCOPICA"
"035109";"CORRECCION DE MALFORMACION DE MEDULA ESPINAL SIN INSTRUMENTACION VIA POSTERIOR"
"035110";"CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON INSTRUMENTACION VIA POSTERIOR"
"036103";"LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL O RAICES DE NERVIOS ESPINALES VIA PERCUTANEA"
"037101";"DERIVACION SIRINGO PERITONEAL O RETROPERITONEAL"
"037201";"DERIVACION SIRINGO SUBDURAL ESPINAL VIA ABIERTA"
"037202";"DERIVACION SIRINGO SUBDURAL ESPINAL VIA PERCUTANEA"
"037501";"DERIVACION SIRINGO PLEURAL ESPINAL"
"039101";"INYECCION DE ANESTESICO EN EL CANAL ESPINAL"
"039102";"INYECCION DE OTRA SUSTANCIA TERAPEUTICA EN EL CANAL ESPINAL"
"039201";"NEUROLISIS DEL GANGLIO DE GASSER O ESFENOPALATINO POR RADIOFRECUENCIA"
"039202";"NEUROLISIS DE CADENA SIMPATICA POR RADIOFRECUENCIA"
"039203";"NEUROLISIS DE NERVIOS ESPINALES POR RADIOFRECUENCIA"
"039204";"NEUROLISIS DE NERVIOS PERIFERICOS POR RADIOFRECUENCIA"
"039304";"IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL POR LAMINECTOMIA"
"039305";"IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL POR LAPAROSCOPIA"
"039306";"IMPLANTACION DE ELECTRODOS DE NEUROESTIMULACION ESPINAL VIA PERCUTANEA"
"039307";"IMPLANTACION DE NEUROESTIMULADOR ESPINAL VIA ABIERTA"
"039308";"IMPLANTACION DE NEUROESTIMULADOR ESPINAL POR LAMINECTOMIA"
"039309";"IMPLANTACION DE NEUROESTIMULADOR ESPINAL VIA PERCUTANEA"
"039310";"IMPLANTACION DE NEUROESTIMULADOR ESPINAL POR LAPAROSCOPIA"
"040201";"SECCION DE NERVIO TRIGEMINO  POR CRANEOTOMIA"
"040601";"IMPLANTACION DE NEUROESTIMULADOR DE NERVIO VAGO"
"040602";"IMPLANTACION DE NEUROESTIMULADOR DE OTRO NERVIO CRANEAL"
"040603";"IMPLANTACION DE NEUROESTIMULADOR DE NERVIO PERIFERICO"
"040604";"SUSTITUCION DE NEUROESTIMULADOR DE NERVIO VAGO"
"040605";"SUSTITUCION DE NEUROESTIMULADOR DE OTRO NERVIO CRANEAL"
"040606";"RETIRO DE NEUROESTIMULADOR DE NERVIO VAGO"
"040607";"RETIRO DE NEUROESTIMULADOR DE OTROS NERVIOS CRANEALES"
"040608";"RETIRO DE NEUROESTIMULADOR NERVIOS PERIFERICOS"
"040609";"COLOCACION DE ELECTRODO TRANSITORIO PARA ESTIMULACION DE NERVIO PERIFERICO"
"040715";"RESECCION DE TUMOR BENIGNO DE NERVIO EN BRAZO VIA ABIERTA"
"040716";"RESECCION DE TUMOR MALIGNO DE NERVIO EN BRAZO VIA ABIERTA"
"040717";"RESECCION DE TUMOR BENIGNO DE NERVIO EN ANTEBRAZO VIA ABIERTA"
"040718";"RESECCION DE TUMOR MALIGNO DE NERVIO EN ANTEBRAZO VIA ABIERTA"
"040719";"RESECCION DE TUMOR BENIGNO DE NERVIO EN MANO O DEDOS VIA ABIERTA"
"040720";"RESECCION DE TUMOR MALIGNO DE NERVIO EN MANO O DEDOS  VIA ABIERTA"
"040721";"RESECCION DE TUMOR BENIGNO DE NERVIO EN MUSLO VIA ABIERTA"
"040722";"RESECCION DE TUMOR MALIGNO DE NERVIO EN MUSLO VIA ABIERTA"
"040723";"NEURECTOMIA O RESECCION DE TUMOR BENIGNO EN HUECO POPLITEO VIA ABIERTA"
"040724";"NEURECTOMIA O RESECCION DE TUMOR MALIGNO EN HUECO POPLITEO VIA ABIERTA"
"040725";"RESECCION DE TUMOR BENIGNO DE NERVIO EN PIERNA VIA ABIERTA"
"040726";"RESECCION DE TUMOR MALIGNO DE NERVIO EN PIERNA VIA ABIERTA"
"040727";"RESECCION DE TUMOR BENIGNO DE NERVIO EN TOBILLO VIA ABIERTA"
"040728";"RESECCION DE TUMOR MALIGNO DE NERVIO EN TOBILLO VIA ABIERTA"
"040729";"RESECCION DE TUMOR BENIGNO DE NERVIO EN PIE VIA ABIERTA"
"040731";"RESECCION DE TUMOR MALIGNO DE NERVIO EN PIE VIA ABIERTA"
"040732";"NEURECTOMIA SUPRASELECTIVA INTRAESPINAL"
"042311";"NEUROLISIS DE NERVIO EN BRAZO VIA ENDOSCOPICA"
"042313";"NEUROLISIS DE NERVIO EN ANTEBRAZO VIA ENDOSCOPICA"
"042315";"NEUROLISIS DE NERVIOS EN DEDOS DE MANO VIA ABIERTA"
"042316";"NEUROLISIS DE NERVIO EN MUSLO VIA ABIERTA"
"042317";"NEUROLISIS DE NERVIO EN MUSLO VIA ENDOSCOPICA"
"042318";"NEUROLISIS DE NERVIO EN HUECO POPLITEO VIA ABIERTA"
"042320";"NEUROLISIS DE NERVIO EN PIERNA VIA ENDOSCOPICA"
"042321";"NEUROLISIS DE NERVIO EN TOBILLO VIA ABIERTA"
"042322";"NEUROLISIS DE NERVIO EN TOBILLO VIA ENDOSCOPICA"
"042323";"NEUROLISIS DE NERVIO EN PIE EXCEPTO DEDO DE PIE VIA ABIERTA"
"042326";"NEUROLISIS DE OTRO NERVIO PERIFERICO VIA ENDOSCOPICA"
"044211";"DESCOMPRESION DE NERVIO OPTICO VIA ORBITARIA"
"044212";"DESCOMPRESION DE NERVIO OPTICO VIA ENDOSCOPICA"
"044304";"DESCOMPRESION DE NERVIO EN TUNEL DEL CARPO CON NEUROLISIS VIA ABIERTA"
"044305";"DESCOMPRESION DE NERVIO EN TUNEL DEL CARPO CON NEUROLISIS VIA ENDOSCOPICA"
"044402";"DESCOMPRESION DE NERVIO EN TUNEL DEL TARSO VIA ENDOSCOPICA"
"044510";"DESCOMPRESION DE NERVIO EN HOMBRO VIA ABIERTA"
"044511";"DESCOMPRESION DE NERVIO EN HOMBRO VIA ENDOSCOPICA"
"044512";"DESCOMPRESION DE NERVIO EN BRAZO VIA ABIERTA"
"044513";"DESCOMPRESION DE NERVIO EN BRAZO VIA ENDOSCOPICA"
"044515";"DESCOMPRESION DE NERVIO EN CODO VIA ENDOSCOPICA"
"044516";"DESCOMPRESION DE NERVIO EN ANTEBRAZO VIA ABIERTA"
"044517";"DESCOMPRESION DE NERVIO EN ANTEBRAZO VIA ENDOSCOPICA"
"044518";"DESCOMPRESION DE NERVIO EN MANO VIA ABIERTA"
"044519";"DESCOMPRESION DE NERVIO EN DEDO DE LA MANO VIA ABIERTA"
"044520";"DESCOMPRESION DE NERVIO EN MUSLO VIA ABIERTA"
"044521";"DESCOMPRESION DE NERVIO EN MUSLO VIA ENDOSCOPICA"
"044522";"DESCOMPRESION DE NERVIO EN HUECO POPLITEO VIA ABIERTA"
"044523";"DESCOMPRESION DE NERVIO EN PIERNA VIA ABIERTA"
"044524";"DESCOMPRESION DE NERVIO EN PIERNA VIA ENDOSCOPICA"
"044525";"DESCOMPRESION DE NERVIO EN TOBILLO VIA ABIERTA"
"044526";"DESCOMPRESION DE NERVIO EN TOBILLO VIA ENDOSCOPICA"
"044527";"DESCOMPRESION DE NERVIO EN PIE VIA ABIERTA"
"046104";"TRANSPOSICION DE NERVIO PERIFERICO MIEMBRO INFERIOR VIA ABIERTA"
"048202";"INFUSION CONTINUA DE OTRA SUSTANCIA TERAPEUTICA PARA NERVIO PERIFERICO"
"048203";"INYECCION DE AGENTE ANESTESICO EN ESPACIO INTERFASCIAL DE NERVIO PERIFERICO"
"048204";"ANESTESIA REGIONAL INTRAVENOSA"
"048301";"INYECCION DE ANESTESIA EN NERVIO DE FACETA ARTICULAR VERTEBRAL CON FINES ANALGESICOS"
"048401";"INYECCION DE ANESTESIA EN DISCO INTERVERTEBRAL CON FINES ANALGESICOS"
"048402";"INYECCION DE ANESTESIA EN ARTICULACION SACROILIACA CON FINES ANALGESICOS"
"048403";"INYECCION DE ANESTESIA TRANSFORAMINAL CON FINES ANALGESICOS"
"048404";"INYECCION DE ANESTESIA EPIDURAL CAUDAL CON FINES ANALGESICOS"
"062101";"ABLACION PARCIAL DE TIROIDES VIA PERCUTANEA"
"068201";"ABLACION PARCIAL DE PARATIROIDES VIA PERCUTANEA"
"071601";"BIOPSIA DE TIMO VIA ABIERTA"
"071602";"BIOPSIA DE TIMO POR TORACOSCOPIA"
"078203";"RESECCION TOTAL DEL TIMO VIA ABIERTA"
"078204";"RESECCION TOTAL DEL TIMO POR TORACOSCOPIA"
"078205";"RESECCION PARCIAL DEL TIMO VIA ABIERTA"
"078206";"RESECCION PARCIAL DEL TIMO POR TORACOSCOPIA"
"080101";"DRENAJE DE COLECCION POR BLEFAROTOMIA"
"080201";"EXTRACCION DE CUERPO EXTRAÑO EN PARPADO POR BLEFAROTOMIA"
"081101";"BIOPSIA EN PARPADO"
"082101";"RESECCION DE CHALAZION VIA ANTERIOR"
"082102";"RESECCION DE CHALAZION VIA POSTERIOR"
"082304";"RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO, ESPESOR PARCIAL, MAYOR DE DOS TERCIOS"
"082403";"RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO, ESPESOR TOTAL, UN TERCIO"
"082404";"RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO, ESPESOR TOTAL, DOS TERCIOS"
"082405";"RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO, ESPESOR TOTAL, MAYOR DE DOS TERCIOS"
"082406";"RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO, ESPESOR TOTAL CON CANTO"
"082407";"RESECCION DE TUMOR BENIGNO O MALIGNO DE PARPADO, ESPESOR TOTAL CON CANTO Y VIA LAGRIMAL"
"083001";"CORRECCION DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON SUTURA O TEJIDO"
"083002";"CORRECCION DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON DESLIZAMIENTO DEL MUSCULO FRONTAL"
"083003";"CORRECCION DE PTOSIS PALPEBRAL, POR RESECCION EXTERNA DEL ELEVADOR VIA ANTERIOR"
"083004";"CORRECCION DE PTOSIS PALPEBRAL, POR RESECCION EXTERNA DEL ELEVADOR VIA CONJUNTIVAL "
"083005";"CORRECCION DE PTOSIS PALPEBRAL, POR CONJUNTIVO MULLERECTOMIA VIA CONJUNTIVAL CON O SIN TARSO"
"083501";"CORRECCION DE LAGOFTALMOS POR INSERCION DE DISPOSITIVO"
"083502";"ELONGACION DEL PARPADO POR VIA CONJUNTIVAL"
"083503";"ELONGACION DEL PARPADO CON INJERTO"
"083601";"CORRECCION DE ENTROPION POR SUTURA (REINSERCION DE RETRACTORES)"
"083602";"CORRECCION DE ENTROPION POR INJERTO"
"083603";"CORRECCION DE ENTROPION POR ACORTAMIENTO HORIZONTAL  [CUÑA]"
"083701";"CORRECCION DE ECTROPION POR ACORTAMIENTO HORIZONTAL [CUÑA]"
"083703";"CORRECCION DE ECTROPION POR FIJACION CANTAL"
"083801";"CANTOTOMIA"
"083803";"CANTOPLASTIA"
"083804";"BLEFAROPLASTIA SUPERIOR"
"083805";"BLEFAROPLASTIA INFERIOR VIA EXTERNA"
"083806";"BLEFAROPLASTIA INFERIOR VIA CONJUNTIVAL"
"083807";"REFORMA DE PLIEGUE PALPEBRAL POR FIJACION TARSAL"
"083808";"CORRECCION DE EPIBLEFARON"
"083809";"CORRECCION DE TELECANTO CON COLGAJO"
"083810";"CORRECCION DE TELECANTO TRANSNASAL"
"083811";"CORRECCION DE EPICANTO"
"086001";"RECONSTRUCCION DE PARPADOS CON COLGAJO"
"086002";"RECONSTRUCCION DE PARPADOS CON INJERTO"
"086003";"RECONSTRUCCION DE PARPADOS POR LIBERACION DE COLGAJO"
"088001";"REPARACION DE HERIDA EN CEJA"
"089104";"ABLACION DE PESTAÑAS (SUPERIOR O INFERIOR)"
"089105";"ABLACION DE PESTAÑAS VIA ABIERTA"
"089207";"CORRECCION ESTETICA DE PTOSIS DE CEJAS POR ABORDAJE CORONAL"
"089208";"PLASTIA DE CEJAS POR RESECCION"
"089209";"PLASTIA DE CEJAS POR SUSPENSION CON SUTURA"
"089210";"PLASTIA DE CEJAS (FRONTOPLASTIA) POR VIA ENDOSCOPICA"
"089211";"PLASTIA DE CEJAS CON COLGAJO"
"089212";"PLASTIA DE CEJAS CON INJERTO"
"089213";"RECONSTRUCCION DE CEJAS POR RESECCION"
"089214";"RECONSTRUCCION DE CEJAS POR SUSPENSION CON SUTURA"
"089215";"RECONSTRUCCION DE CEJAS (FRONTOPLASTIA) POR VIA ENDOSCOPICA"
"089216";"RECONSTRUCCION DE CEJAS CON COLGAJO"
"089217";"RECONSTRUCCION DE CEJAS CON INJERTO"
"090001";"PEXIA EN GLANDULA LAGRIMAL"
"090101";"DRENAJE EN LA GLANDULA LAGRIMAL"
"091101";"BIOPSIA DE LA GLANDULA LAGRIMAL"
"091201";"BIOPSIA DE LA VIA LAGRIMAL"
"092001";"DACRIOADENECTOMIA PARCIAL"
"092002";"DACRIOADENECTOMIA TOTAL"
"094101";"EXTRACCION DE CUERPO EXTRAÑO DEL SACO LAGRIMAL"
"094202";"SONDEO Y LAVADO DE LAS VIAS LAGRIMALES VIA ENDOSCOPICA"
"094402";"INTUBACION DE VIA LAGRIMAL VIA ENDOSCOPICA"
"095001";"DRENAJE DEL SACO LAGRIMAL"
"095002";"DRENAJE DEL CANALICULO LAGRIMAL"
"096101";"DACRIOCISTECTOMIA"
"097101";"PLASTIA EN CANALICULOS LAGRIMALES"
"097201";"PLASTIA DE PUNTO LAGRIMAL SIMPLE"
"097301";"PLASTIA DE PUNTO LAGRIMAL MODIFICADA CON SUTURAS"
"098105";"DACRIOCISTORRINOSTOMIA REVISIONAL VIA EXTERNA"
"098106";"DACRIOCISTORRINOSTOMIA REVISIONAL VIA ENDOSCOPICA"
"099001";"CIERRE DEL PUNTO LAGRIMAL CON SUTURA"
"099002";"CIERRE TEMPORAL DE PUNTOS LAGRIMALES CON DISPOSITIVO"
"099003";"CIERRE DE PUNTOS LAGRIMALES ASISTIDO"
"881640";"ECOGRAFIA DE CALCANEO"
"199001";"DESFUNCIONALIZACION DE OIDO MEDIO VIA ABIERTA"
"199002";"DESFUNCIONALIZACION DE OIDO MEDIO VIA ENDOSCOPICA"
"296601";"EXPANSION Y SUSPENSION DE HIOIDES VIA ABIERTA"
"296602";"EXPANSION O SUSPENSION DE HIOIDES VIA ABIERTA"
"302413";"GLOTOPLASTIA VIA ABIERTA"
"302414";"GLOTOPLASTIA VIA ENDOSCOPICA"
"402102";"ABLACION DE GANGLIO LINFATICO CERVICAL PROFUNDO VIA PERCUTANEA"
"410502";"TRASPLANTE AUTOLOGO DE CELULAS MADRES HEMATOPOYETICAS DE SANGRE PERIFERICA"
"410602";"TRASPLANTE ALOGENICO DE CELULAS MADRES HEMATOPOYETICAS DE SANGRE PERIFERICA"
"410603";"TRASPLANTE ALOGENICO DE CELULAS MADRES HEMATOPOYETICAS DE CORDON UMBILICAL"
"422004";"INYECCION EN ESOFAGO DE SUSTANCIA PROFILACTICA O TERAPEUTICA VIA ENDOSCOPICA"
"428203";"ESOFAGORRAFIA POR TORACOSCOPIA"
"429209";"DILATACION ESOFAGICA CON DISPOSITIVO"
"429301";"INSERCION DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA"
"429501";"INSERCION DE OTRO DISPOSITIVO ESOFAGOGASTRICO"
"429601";"REPOSICIONAMIENTO DE DISPOSITIVO EN ESOFAGO VIA ENDOSCOPICA"
"430103";"EXTRACCION DE CUERPO EXTRAÑO MULTIPLE (BEZOARD) POR GASTROTOMIA POR LAPAROSCOPIA"
"434201";"RESECCION DE LESION O TUMOR SUBMUCOSO GASTRICO VIA ENDOSCOPICA"
"441304";"MARCACION DE LESION EN ESOFAGO ESTOMAGO O DUODENO VIA ENDOSCOPICA"
"442202";"DILATACION DE ANASTOMOSIS GASTROENTERICA VIA ENDOSCOPICA"
"444305";"CONTROL DE HEMORRAGIA GASTRICA O DUODENAL CON DISPOSITIVO VIA ENDOSCOPICA"
"446303";"CIERRE DE PERFORACION O FISTULA GASTRICA VIA ENDOSCOPICA"
"449001";"ABLACION DE LESION GASTRICA VIA ENDOSCOPICA"
"451307";"CONTROL DE HEMORRAGIA DE INTESTINO DELGADO CON DISPOSITIVO VIA ENDOSCOPICA"
"451308";"RESECCION O ABLACION DE LESION DE INTESTINO DELGADO VIA ENDOSCOPICA"
"451310";"MARCACION DE LESION EN INTESTINO DELGADO VIA ENDOSCOPICA"
"456601";"TRASPLANTE DE INTESTINO VIA ABIERTA"
"456701";"OBTENCION DE BLOQUE MULTIVISCERAL (ESTOMAGO, DUODENO, PANCREAS E INTESTINO DELGADO) VIA ABIERTA"
"456801";"TRASPLANTE MULTIVISCERAL (ESTOMAGO, DUODENO, PANCREAS E INTESTINO DELGADO EN BLOQUE) VIA ABIERTA"
"467808";"CORRECCION DE ATRESIA DE DUODENO, YEYUNO E ILEON VIA ABIERTA"
"467809";"CORRECCION DE ATRESIA DE DUODENO, YEYUNO E ILEON VIA LAPAROSCOPICA"
"467810";"CORRECCION DE ATRESIAS INTESTINALES MULTIPLES VIA ABIERTA"
"467811";"CORRECCION DE ATRESIAS INTESTINALES MULTIPLES VIA LAPAROSCOPICA"
"467812";"CORRECCION DE ATRESIA DE COLON VIA ABIERTA"
"467813";"CORRECCION DE ATRESIA DE COLON VIA LAPAROSCOPICA"
"467904";"ALARGAMIENTO INTESTINAL"
"467905";"RECONSTRUCCION GASTROINTESTINAL AUTOLOGA"
"468015";"REDUCCION INTESTINAL SIN RESECCION INTESTINAL VIA LAPAROSCOPICA"
"468016";"REDUCCION INTESTINAL CON RESECCION INTESTINAL VIA LAPAROSCOPICA"
"472001";"APENDICOSTOMIA VIA ABIERTA"
"472002";"APENDICOSTOMIA VIA LAPAROSCOPICA"
"482201";"PROCTOSIGMOIDOSCOPIA A TRAVES DEL ESTOMA ARTIFICIAL"
"487704";"DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS VIA ABIERTA"
"487705";"DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS VIA LAPAROSCOPICA"
"487706";"DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL"
"487707";"DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL ASISTIDO POR LAPAROTOMIA"
"487708";"DESCENSO RECTAL ABDOMINOPERINEAL ENDOANAL ASISTIDO POR LAPAROSCOPIA"
"488201";"ESCISION DE LESION O TEJIDO PERIRRECTAL (RETRORECTAL) VIA PERINEAL O TRANSACRA"
"489501";"CORRECCION DE EXTROFIA DE CLOACA"
"489601";"CORRECCION DE CLOACA"
"492401";"ELECTROESTIMULACION PERINEAL"
"492501";"EVALUACION ANATOMICA O FUNCIONAL DE CLOACA"
"499301";"INYECCION DE SUSTANCIA MIORELAJANTE EN ESFINTER ANAL"
"501002";"BIOPSIA CERRADA (PERCUTANEA) (AGUJA) DE HIGADO"
"862313";"ESCISION DE ULCERA (SACRA, ISQUIATICA, TROCANTERICA Y OTRAS LOCALIZACIONES)"
"862314";"ESCISION DE ULCERA (SACRA, ISQUIATICA, TROCANTERICA Y OTRAS LOCALIZACIONES) CON OSTECTOMIA"
"862315";"ESCISION DE ULCERA (SACRA, ISQUIATICA, TROCANTERICA Y OTRAS LOCALIZACIONES) CON RESECCION DE BURSA POR ULCERA Y CIERRE CON COLGAJO COMPUESTO"
"881212";"ECOGRAFIA DE OTROS SITIOS TORACICOS"
"870001";"RADIOGRAFIA DE CRANEO SIMPLE"
"870002";"PERFILOGRAMA CON CEFALOMETRIA"
"870004";"RADIOGRAFIA DE SILLA TURCA"
"870005";"RADIOGRAFIA D|E MASTOIDES COMPARATIVAS"
"870006";"RADIOGRAFIA DE PEÑASCOS"
"870007";"RADIOGRAFIA DE CONDUCTO AUDITIVO INTERNO"
"870101";"RADIOGRAFIA DE CARA (PERFILOGRAMA)"
"870102";"RADIOGRAFIA DE ORBITAS"
"870103";"RADIOGRAFIA DE AGUJEROS OPTICOS"
"870104";"RADIOGRAFIA DE MALAR"
"870105";"RADIOGRAFIA DE ARCO CIGOMATICO"
"870107";"RADIOGRAFIA DE HUESOS NASALES"
"870108";"RADIOGRAFIA DE SENOS PARANASALES"
"870112";"RADIOGRAFIA DE MAXILAR SUPERIOR"
"870113";"RADIOGRAFIA DE MAXILAR INFERIOR"
"870114";"RADIOGRAFIA PANORAMICA  DE MAXILARES, SUPERIOR E INFERIOR [ORTOPANTOMOGRAFIA]"
"870131";"RADIOGRAFIA DE ARTICULACION TEMPOROMAXILAR [ATM]"
"870440";"RADIOGRAFIAS INTRAORALES OCLUSALES"
"870450";"RADIOGRAFIAS INTRAORALES PERIAPICALES MILIMETRADAS"
"870451";"RADIOGRAFIAS INTRAORALES PERIAPICALES DIENTES ANTERIORES SUPERIORES"
"870452";"RADIOGRAFIAS INTRAORALES PERIAPICALES DIENTES ANTERIORES INFERIORES"
"870453";"RADIOGRAFIAS INTRAORALES PERIAPICALES ZONA DE CANINOS"
"870454";"RADIOGRAFIAS INTRAORALES PERIAPICALES PREMOLARES"
"870455";"RADIOGRAFIAS INTRAORALES PERIAPICALES MOLARES"
"870456";"RADIOGRAFIAS INTRAORALES PERIAPICALES JUEGO COMPLETO"
"870460";"RADIOGRAFIAS INTRAORALES CORONALES"
"870601";"RADIOGRAFIA DE TEJIDOS BLANDOS DE CUELLO"
"870602";"RADIOGRAFIA DE CAVUM FARINGEO"
"870603";"RADIOGRAFIA DE FARINGE [FARINGOGRAFIA]"
"871010";"RADIOGRAFIA DE COLUMNA CERVICAL"
"871019";"RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL"
"871020";"RADIOGRAFIA DE COLUMNA TORACICA"
"871030";"RADIOGRAFIA DE COLUMNA DORSOLUMBAR"
"871040";"RADIOGRAFIA DE COLUMNA LUMBOSACRA"
"871050";"RADIOGRAFIA DE SACRO COCCIX"
"871060";"RADIOGRAFIA DE COLUMNA VERTEBRAL TOTAL"
"871061";"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14pulg X 36pulg (ADULTOS)"
"871062";"RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14pulg X 17pulg (NIÑOS)"
"871070";"RADIOGRAFIA DINAMICA DE COLUMNA VERTEBRAL"
"871091";"RADIOGRAFIA DE ARTICULACIONES SACROILIACAS"
"871111";"RADIOGRAFIA DE REJA COSTAL"
"871112";"RADIOGRAFIA DE ESTERNON"
"871121";"RADIOGRAFIA DE TORAX (P.A. O A.P. Y LATERAL, DECUBITO LATERAL, OBLICUAS O LATERAL) CON BARIO"
"871129";"RADIOGRAFIA DE ARTICULACIONES ESTERNOCLAVICULARES"
"871181";"MOVILIDAD DIAFRAGMATICA POR FLUOROSCOPIA PULMONAR"
"871202";"APICOGRAMA"
"871208";"RADIOGRAFIA PARA SERIE CARDIOVASCULAR (CORAZON Y GRANDES VASOS, SILUETA CARDIACA) CON BARIO EN ESOFAGO"
"871320";"RADIOGRAFIA DE ESOFAGO"
"872002";"RADIOGRAFIA DE ABDOMEN SIMPLE"
"872011";"RADIOGRAFIA DE ABDOMEN SIMPLE CON PROYECCIONES ADICIONALES (SERIE DE ABDOMEN AGUDO)"
"872101";"RADIOGRAFIA DE TRANSITO INTESTINAL CONVENCIONAL"
"872102";"RADIOGRAFIA DE TRANSITO INTESTINAL DOBLE CONTRASTE"
"872103";"RADIOGRAFIA DE TRANSITO INTESTINAL CON MARCADORES"
"872104";"RADIOGRAFIA DE COLON POR ENEMA O COLON POR INGESTA"
"872105";"RADIOGRAFIA DE COLON POR ENEMA CON DOBLE CONTRASTE"
"872121";"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO)"
"872122";"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) CON DOBLE CONTRASTE"
"872123";"RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) Y TRANSITO INTESTINAL"
"872520";"COLANGIOGRAFIA-TOMOGRAFIA"
"873001";"RADIOGRAFIA PARA SERIE ESQUELETICA"
"873002";"RADIOGRAFIA DE HUESOS LARGOS SERIE COMPLETA (ESQUELETO AXIAL Y APENDICULAR)"
"873003";"RADIOGRAFIA PARA ESTUDIOS DE LONGITUD DE LOS HUESOS (ORTORRADIOGRAFIA Y ESCANOGRAMA)"
"881213";"ECOGRAFIA ENDOSCOPICA DE TRAQUEA, BRONQUIOS Y MEDIASTINO"
"873004";"RADIOGRAFIA PARA DETECTAR EDAD OSEA [CARPOGRAMA]"
"873111";"RADIOGRAFIA DE OMOPLATO"
"873112";"RADIOGRAFIA DE CLAVICULA"
"873121";"RADIOGRAFIA DE HUMERO"
"873122";"RADIOGRAFIA DE ANTEBRAZO"
"873123";"RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES SUPERIORES"
"873202";"RADIOGRAFIA DE ARTICULACIONES ACROMIO CLAVICULARES COMPARATIVAS"
"873204";"RADIOGRAFIA DE HOMBRO"
"873205";"RADIOGRAFIA DE CODO"
"873206";"RADIOGRAFIA DE MUÑECA"
"873210";"RADIOGRAFIA DE DEDOS EN MANO"
"873302";"RADIOGRAFIA PARA MEDICION DE MIEMBROS INFERIORES [ESTUDIO DE FARILL U OSTEOMETRIA], ESTUDIO DE PIE PLANO (PIES CON APOYO)"
"873305";"RADIOGRAFIA PANORAMICA DE MIEMBROS INFERIORES (GONIOMETRIA U ORTOGRAMA), EN FORMATO 14pulg X 36pulg (ADULTOS)"
"873306";"RADIOGRAFIA PANORAMICA DE MIEMBROS INFERIORES (GONIOMETRIA U ORTOGRAMA), EN FORMATO 14pulg X 17pulg (NIÑOS)"
